,_id,_score,cluster,entrezgene,name,notfound,symbol,taxid
KIF12,100156816,57.44123,9,100156816,kinesin family member 12,,KIF12,9823.0
KIF15,100738172,55.658096,9,100738172,kinesin family member 15,,KIF15,9823.0
KIF18B,100521577,57.100452,9,100521577,kinesin family member 18B,,KIF18B,9823.0
KIF2C,100516205,56.620132,9,100516205,kinesin family member 2C,,KIF2C,9823.0
KIF7,100624604,54.21039,9,100624604,kinesin family member 7,,KIF7,9823.0
KIF9,110256228,57.229195,9,110256228,kinesin family member 9,,KIF9,9823.0
KIFC2,100514226,59.96387,9,100514226,kinesin family member C2,,KIFC2,9823.0
KISS1,100145896,58.775364,9,100145896,KiSS-1 metastasis suppressor,,KISS1,9823.0
KISS1R,733704,59.585423,9,733704,KISS1 receptor,,KISS1R,9823.0
KIZ,100156028,56.69815,9,100156028,kizuna centrosomal protein,,KIZ,9823.0
KLC4,100157157,57.90193,9,100157157,kinesin light chain 4,,KLC4,9823.0
KLHL17,100620831,56.941086,9,100620831,kelch like family member 17,,KLHL17,9823.0
KLHL18,100736900,55.69531,9,100736900,kelch like family member 18,,KLHL18,9823.0
KLHL22,100737324,54.909035,9,100737324,kelch like family member 22,,KLHL22,9823.0
KLHL26,100523486,54.605637,9,100523486,kelch like family member 26,,KLHL26,9823.0
KLRB1,100156970,60.274567,9,100156970,killer cell lectin like receptor B1,,KLRB1,9823.0
KMT2B,100520742,56.370476,9,100520742,lysine methyltransferase 2B,,KMT2B,9823.0
KNOP1,100622638,59.201817,9,100622638,lysine rich nucleolar protein 1,,KNOP1,9823.0
KPNA6,100621713,56.59464,9,100621713,karyopherin subunit alpha 6,,KPNA6,9823.0
KRBA1,102162331,60.10971,9,102162331,KRAB-A domain containing 1,,KRBA1,9823.0
KSR1,100511282,54.665848,9,100511282,kinase suppressor of ras 1,,KSR1,9823.0
L3MBTL2,100157440,54.535416,9,100157440,L3MBTL histone methyl-lysine binding protein 2,,L3MBTL2,9823.0
LALBA,397647,57.4132,9,397647,lactalbumin alpha,,LALBA,9823.0
LAMB2,101101688,59.305614,9,101101688,laminin subunit beta 2,,LAMB2,9823.0
LAMP1,494565,56.745667,9,494565,lysosomal associated membrane protein 1,,LAMP1,9823.0
LAMP2,100154598,55.713196,9,100154598,lysosomal associated membrane protein 2,,LAMP2,9823.0
LAP3,100739583,55.133095,9,100739583,leucine aminopeptidase 3,,LAP3,9823.0
LATS2,100415907,55.005424,9,100415907,large tumor suppressor kinase 2,,LATS2,9823.0
LAYN,100513941,57.222855,9,100513941,layilin,,LAYN,9823.0
LDHB,102161427,57.459,9,102161427,lactate dehydrogenase B,,LDHB,9823.0
LDHB,100621540,55.59483,9,100621540,lactate dehydrogenase B,,LDHB,9823.0
LDLRAP1,100125967,54.35615,9,100125967,low density lipoprotein receptor adaptor protein 1,,LDLRAP1,9823.0
LEMD2,100511389,55.83643,9,100511389,LEM domain nuclear envelope protein 2,,LEMD2,9823.0
LENG1,100521135,55.639477,9,100521135,leukocyte receptor cluster member 1,,LENG1,9823.0
LETM1,100514302,55.14652,9,100514302,leucine zipper and EF-hand containing transmembrane protein 1,,LETM1,9823.0
LGALS3BP,110255948,58.724365,9,110255948,galectin 3 binding protein,,LGALS3BP,9823.0
LGI3,100512015,54.85038,9,100512015,leucine rich repeat LGI family member 3,,LGI3,9823.0
LHX8,100310798,55.76546,9,100310798,LIM homeobox 8,,LHX8,9823.0
LIG1,100520434,55.086044,9,100520434,DNA ligase 1,,LIG1,9823.0
LIG3,100626381,55.735634,9,100626381,DNA ligase 3,,LIG3,9823.0
LIMK1,100627618,57.09932,9,100627618,LIM domain kinase 1,,LIMK1,9823.0
LIPC,100233189,55.396885,9,100233189,"lipase C, hepatic type",,LIPC,9823.0
LLGL2,110255967,56.84819,9,110255967,LLGL scribble cell polarity complex component 2,,LLGL2,9823.0
LMAN2,397594,56.724976,9,397594,"lectin, mannose binding 2",,LMAN2,9823.0
LMAN2L,100627779,56.42044,9,100627779,"lectin, mannose binding 2 like",,LMAN2L,9823.0
LMBR1,100737654,55.620045,9,100737654,limb development membrane protein 1,,LMBR1,9823.0
LMTK2,100521078,55.61678,9,100521078,lemur tyrosine kinase 2,,LMTK2,9823.0
LONP1,100511917,56.840744,9,100511917,"lon peptidase 1, mitochondrial",,LONP1,9823.0
LPIN3,100170771,56.085365,9,100170771,lipin 3,,LPIN3,9823.0
LRCH4,100516002,56.693844,9,100516002,leucine rich repeats and calponin homology domain containing 4,,LRCH4,9823.0
LRIF1,100156850,55.381664,9,100156850,ligand dependent nuclear receptor interacting factor 1,,LRIF1,9823.0
LRPAP1,399654,55.24286,9,399654,LDL receptor related protein associated protein 1,,LRPAP1,9823.0
LRRC14,100524251,57.004936,9,100524251,leucine rich repeat containing 14,,LRRC14,9823.0
LRRC23,100155745,55.56704,9,100155745,leucine rich repeat containing 23,,LRRC23,9823.0
LRRC27,100737235,57.00318,9,100737235,leucine rich repeat containing 27,,LRRC27,9823.0
LRRC43,100739692,56.32669,9,100739692,leucine rich repeat containing 43,,LRRC43,9823.0
LRRC45,100621449,58.212257,9,100621449,leucine rich repeat containing 45,,LRRC45,9823.0
LRRC46,100519171,56.945915,9,100519171,leucine rich repeat containing 46,,LRRC46,9823.0
LRRC56,100514944,55.63459,9,100514944,leucine rich repeat containing 56,,LRRC56,9823.0
LRRC6,100152481,56.255993,9,100152481,leucine rich repeat containing 6,,LRRC6,9823.0
LRRC63,100738930,59.157505,9,100738930,leucine rich repeat containing 63,,LRRC63,9823.0
LRRC66,100522021,56.021515,9,100522021,leucine rich repeat containing 66,,LRRC66,9823.0
LRRC71,100158094,58.19241,9,100158094,leucine rich repeat containing 71,,LRRC71,9823.0
LRRC74B,102159308,58.936516,9,102159308,leucine rich repeat containing 74B,,LRRC74B,9823.0
LRRIQ3,733655,58.204693,9,733655,leucine rich repeats and IQ motif containing 3,,LRRIQ3,9823.0
LRRTM3,100154787,58.265728,9,100154787,leucine rich repeat transmembrane neuronal 3,,LRRTM3,9823.0
LRSAM1,100156738,54.776222,9,100156738,leucine rich repeat and sterile alpha motif containing 1,,LRSAM1,9823.0
LRWD1,100520239,55.389095,9,100520239,leucine rich repeats and WD repeat domain containing 1,,LRWD1,9823.0
LSM14B,100626826,56.304153,9,100626826,LSM family member 14B,,LSM14B,9823.0
LTO1,100518766,55.45533,9,100518766,LTO1 maturation factor of ABCE1,,LTO1,9823.0
LUC7L,100737615,57.40358,9,100737615,LUC7 like,,LUC7L,9823.0
LZTS1,100155722,57.317738,9,100155722,leucine zipper tumor suppressor 1,,LZTS1,9823.0
MACROD1,100522538,58.03472,9,100522538,mono-ADP ribosylhydrolase 1,,MACROD1,9823.0
MAD1L1,102157652,55.296547,9,102157652,mitotic arrest deficient 1 like 1,,MAD1L1,9823.0
MAD2L2,100736650,56.325294,9,100736650,mitotic arrest deficient 2 like 2,,MAD2L2,9823.0
MAEA,100623871,56.303078,9,100623871,macrophage erythroblast attacher,,MAEA,9823.0
MAGED1,414852,63.527607,9,414852,MAGE family member D1,,MAGED1,9823.0
MAGT1,100517568,55.73263,9,100517568,magnesium transporter 1,,MAGT1,9823.0
MAK,100155401,54.997025,9,100155401,male germ cell associated kinase,,MAK,9823.0
MAN2A2,100154397,55.568485,9,100154397,mannosidase alpha class 2A member 2,,MAN2A2,9823.0
MANEAL,110261152,56.064434,9,110261152,mannosidase endo-alpha like,,MANEAL,9823.0
MAP1LC3C,100512852,58.55461,9,100512852,microtubule associated protein 1 light chain 3 gamma,,MAP1LC3C,9823.0
MAP2,100153306,54.11923,9,100153306,microtubule associated protein 2,,MAP2,9823.0
MAP2K2,100525505,57.02797,9,100525505,mitogen-activated protein kinase kinase 2,,MAP2K2,9823.0
MAP2K3,110256149,58.25413,9,110256149,mitogen-activated protein kinase kinase 3,,MAP2K3,9823.0
MAP2K6,100625946,54.612343,9,100625946,mitogen-activated protein kinase kinase 6,,MAP2K6,9823.0
MAP2K7,100520418,56.771492,9,100520418,mitogen-activated protein kinase kinase 7,,MAP2K7,9823.0
MAP3K10,100521453,55.73765,9,100521453,mitogen-activated protein kinase kinase kinase 10,,MAP3K10,9823.0
MAP3K11,100736741,58.898766,9,100736741,mitogen-activated protein kinase kinase kinase 11,,MAP3K11,9823.0
MAP3K6,100512235,59.71368,9,100512235,mitogen-activated protein kinase kinase kinase 6,,MAP3K6,9823.0
MAP4K1,100516374,56.65619,9,100516374,mitogen-activated protein kinase kinase kinase kinase 1,,MAP4K1,9823.0
MAP7,100514082,56.66683,9,100514082,microtubule associated protein 7,,MAP7,9823.0
MAP9,100512295,57.499588,9,100512295,microtubule associated protein 9,,MAP9,9823.0
MAPK13,100155841,60.074505,9,100155841,mitogen-activated protein kinase 13,,MAPK13,9823.0
MAPK8IP3,100521718,55.236122,9,100521718,mitogen-activated protein kinase 8 interacting protein 3,,MAPK8IP3,9823.0
MAPKAP1,100622774,53.240303,9,100622774,MAPK associated protein 1,,MAPKAP1,9823.0
MAST3,100736673,55.924095,9,100736673,microtubule associated serine/threonine kinase 3,,MAST3,9823.0
MAVS,100037290,54.37027,9,100037290,mitochondrial antiviral signaling protein,,MAVS,9823.0
MB21D2,100156951,54.812645,9,100156951,Mab-21 domain containing 2,,MB21D2,9823.0
MBD1,100156150,58.55396,9,100156150,methyl-CpG binding domain protein 1,,MBD1,9823.0
MBOAT7,100521498,55.446148,9,100521498,membrane bound O-acyltransferase domain containing 7,,MBOAT7,9823.0
MCAT,100523602,53.986847,9,100523602,malonyl-CoA-acyl carrier protein transacylase,,MCAT,9823.0
MCCC2,100518224,55.03944,9,100518224,methylcrotonoyl-CoA carboxylase 2,,MCCC2,9823.0
MCEE,100037986,55.782074,9,100037986,methylmalonyl-CoA epimerase,,MCEE,9823.0
MCFD2,100736833,54.26522,9,100736833,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",,MCFD2,9823.0
MCOLN1,100524240,59.077965,9,100524240,mucolipin 1,,MCOLN1,9823.0
MCOLN2,100522324,57.717903,9,100522324,mucolipin 2,,MCOLN2,9823.0
MCRIP1,110255940,56.625233,9,110255940,MAPK regulated corepressor interacting protein 1,,MCRIP1,9823.0
MCUR1,100520967,56.39816,9,100520967,mitochondrial calcium uniporter regulator 1,,MCUR1,9823.0
MDH2,397039,54.097076,9,397039,malate dehydrogenase 2,,MDH2,9823.0
MEA1,100126291,57.670536,9,100126291,male-enhanced antigen 1,,MEA1,9823.0
MEAK7,100514962,56.4649,9,100514962,"MTOR associated protein, eak-7 homolog",,MEAK7,9823.0
MED14,100515423,54.99581,9,100515423,mediator complex subunit 14,,MED14,9823.0
MED15,100155104,57.590492,9,100155104,mediator complex subunit 15,,MED15,9823.0
MED19,100520359,56.59416,9,100520359,mediator complex subunit 19,,MED19,9823.0
MED22,110256515,55.036015,9,110256515,mediator complex subunit 22,,MED22,9823.0
MED24,100511100,55.030197,9,100511100,mediator complex subunit 24,,MED24,9823.0
MED27,414430,54.70911,9,414430,mediator complex subunit 27,,MED27,9823.0
MEF2B,733675,59.091263,9,733675,myocyte enhancer factor 2B,,MEF2B,9823.0
MEGF8,100513862,56.14202,9,100513862,multiple EGF like domains 8,,MEGF8,9823.0
MELTF,100156949,55.93836,9,100156949,melanotransferrin,,MELTF,9823.0
MEN1,100523533,55.835693,9,100523533,menin 1,,MEN1,9823.0
METTL17,100625593,57.286865,9,100625593,methyltransferase like 17,,METTL17,9823.0
METTL26,106508722,56.652794,9,106508722,methyltransferase like 26,,METTL26,9823.0
MEX3A,100155949,55.63665,9,100155949,mex-3 RNA binding family member A,,MEX3A,9823.0
MFN2,100512354,53.73371,9,100512354,mitofusin 2,,MFN2,9823.0
MFSD1,100621077,53.86189,9,100621077,major facilitator superfamily domain containing 1,,MFSD1,9823.0
MFSD9,100626073,56.017414,9,100626073,major facilitator superfamily domain containing 9,,MFSD9,9823.0
MGAT4B,100521073,54.92356,9,100521073,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",,MGAT4B,9823.0
MGRN1,100049682,56.149845,9,100049682,mahogunin ring finger 1,,MGRN1,9823.0
MIB2,100511385,56.379124,9,100511385,mindbomb E3 ubiquitin protein ligase 2,,MIB2,9823.0
MICALL2,100523596,56.157116,9,100523596,MICAL like 2,,MICALL2,9823.0
MIEF2,110256130,58.403477,9,110256130,mitochondrial elongation factor 2,,MIEF2,9823.0
MIER2,100517458,54.384922,9,100517458,MIER family member 2,,MIER2,9823.0
MIF,397412,57.147964,9,397412,macrophage migration inhibitory factor,,MIF,9823.0
MIF4GD,100525072,55.083572,9,100525072,MIF4G domain containing,,MIF4GD,9823.0
MIGA2,100155132,55.834694,9,100155132,mitoguardin 2,,MIGA2,9823.0
MIIP,100512719,55.658096,9,100512719,migration and invasion inhibitory protein,,MIIP,9823.0
MINK1,100515409,56.646492,9,100515409,misshapen like kinase 1,,MINK1,9823.0
MIPEP,100155148,53.382114,9,100155148,mitochondrial intermediate peptidase,,MIPEP,9823.0
MIS18A,110256475,55.426617,9,110256475,MIS18 kinetochore protein A,,MIS18A,9823.0
MITD1,100523366,56.922794,9,100523366,microtubule interacting and trafficking domain containing 1,,MITD1,9823.0
MKNK1,100233194,57.139153,9,100233194,MAPK interacting serine/threonine kinase 1,,MKNK1,9823.0
MKRN2,100626891,55.100536,9,100626891,makorin ring finger protein 2,,MKRN2,9823.0
MKRN2OS,100525538,57.326515,9,100525538,MKRN2 opposite strand,,MKRN2OS,9823.0
MKS1,100514538,54.595703,9,100514538,MKS transition zone complex subunit 1,,MKS1,9823.0
MLF2,100736734,55.872746,9,100736734,myeloid leukemia factor 2,,MLF2,9823.0
MLKL,100736836,56.556778,9,100736836,mixed lineage kinase domain like pseudokinase,,MLKL,9823.0
MLX,100519270,54.746975,9,100519270,MAX dimerization protein MLX,,MLX,9823.0
MLYCD,497060,56.190514,9,497060,malonyl-CoA decarboxylase,,MLYCD,9823.0
MMAB,100157459,54.918438,9,100157459,metabolism of cobalamin associated B,,MMAB,9823.0
MMACHC,100513159,55.694267,9,100513159,metabolism of cobalamin associated C,,MMACHC,9823.0
MMGT1,100520118,56.140553,9,100520118,membrane magnesium transporter 1,,MMGT1,9823.0
MMP16,100153257,55.50023,9,100153257,matrix metallopeptidase 16,,MMP16,9823.0
MMP17,100154230,56.664154,9,100154230,matrix metallopeptidase 17,,MMP17,9823.0
MMP19,100518427,56.725906,9,100518427,matrix metallopeptidase 19,,MMP19,9823.0
MMP3,396769,60.810352,9,396769,matrix metallopeptidase 3,,MMP3,9823.0
MOB3B,100516148,57.39594,9,100516148,MOB kinase activator 3B,,MOB3B,9823.0
MOCOS,100621611,54.14591,9,100621611,molybdenum cofactor sulfurase,,MOCOS,9823.0
MOCS1,100154835,55.26519,9,100154835,molybdenum cofactor synthesis 1,,MOCS1,9823.0
MON1A,100626383,57.244514,9,100626383,"MON1 homolog A, secretory trafficking associated",,MON1A,9823.0
MON1B,100520385,59.316788,9,100520385,"MON1 homolog B, secretory trafficking associated",,MON1B,9823.0
MORC4,100627548,61.280704,9,100627548,MORC family CW-type zinc finger 4,,MORC4,9823.0
MORN3,100158159,56.140553,9,100158159,MORN repeat containing 3,,MORN3,9823.0
MOSPD1,100359355,54.43225,9,100359355,motile sperm domain containing 1,,MOSPD1,9823.0
MOSPD2,100153601,55.29365,9,100153601,motile sperm domain containing 2,,MOSPD2,9823.0
MPHOSPH8,100519866,55.579643,9,100519866,M-phase phosphoprotein 8,,MPHOSPH8,9823.0
MPI,100154551,56.258694,9,100154551,mannose phosphate isomerase,,MPI,9823.0
MPND,100524132,56.215572,9,100524132,MPN domain containing,,MPND,9823.0
MPP7,100516752,55.521793,9,100516752,membrane palmitoylated protein 7,,MPP7,9823.0
MPPE1,100623694,55.896477,9,100623694,metallophosphoesterase 1,,MPPE1,9823.0
MPRIP,110256142,56.713696,9,110256142,myosin phosphatase Rho interacting protein,,MPRIP,9823.0
MPST,100154490,58.077007,9,100154490,mercaptopyruvate sulfurtransferase,,MPST,9823.0
MRAS,100621398,55.44991,9,100621398,muscle RAS oncogene homolog,,MRAS,9823.0
MRI1,100525858,54.311394,9,100525858,methylthioribose-1-phosphate isomerase 1,,MRI1,9823.0
MROH1,100625101,58.7488,9,100625101,maestro heat like repeat family member 1,,MROH1,9823.0
MRPL12,100624982,57.42009,9,100624982,mitochondrial ribosomal protein L12,,MRPL12,9823.0
MRPL20,100511022,56.2393,9,100511022,mitochondrial ribosomal protein L20,,MRPL20,9823.0
MRPL37,100621283,56.659084,9,100621283,mitochondrial ribosomal protein L37,,MRPL37,9823.0
MRPL45,100628029,54.5319,9,100628029,mitochondrial ribosomal protein L45,,MRPL45,9823.0
MRPL46,100523040,54.21212,9,100523040,mitochondrial ribosomal protein L46,,MRPL46,9823.0
MRPL49,100514890,55.843582,9,100514890,mitochondrial ribosomal protein L49,,MRPL49,9823.0
MRPL55,100514395,56.15744,9,100514395,mitochondrial ribosomal protein L55,,MRPL55,9823.0
MRPL9,100622852,56.653294,9,100622852,mitochondrial ribosomal protein L9,,MRPL9,9823.0
MRPS11,414415,56.42044,9,414415,mitochondrial ribosomal protein S11,,MRPS11,9823.0
MRPS12,102162472,56.14494,9,102162472,mitochondrial ribosomal protein S12,,MRPS12,9823.0
MRPS15,100622235,55.75351,9,100622235,mitochondrial ribosomal protein S15,,MRPS15,9823.0
MRPS25,100628134,54.38932,9,100628134,mitochondrial ribosomal protein S25,,MRPS25,9823.0
MRTO4,100511136,55.18342,9,100511136,"MRT4 homolog, ribosome maturation factor",,MRTO4,9823.0
MRVI1,100739522,56.022247,9,100739522,murine retrovirus integration site 1 homolog,,MRVI1,9823.0
MSH2,100337661,54.82776,9,100337661,mutS homolog 2,,MSH2,9823.0
MSI2,100737226,56.151054,9,100737226,musashi RNA binding protein 2,,MSI2,9823.0
MSRB1,100037965,57.557243,9,100037965,methionine sulfoxide reductase B1,,MSRB1,9823.0
MSX1,100302364,54.704647,9,100302364,msh homeobox 1,,MSX1,9823.0
MTG1,100153322,55.620045,9,100153322,mitochondrial ribosome associated GTPase 1,,MTG1,9823.0
MTG2,110257479,55.044727,9,110257479,mitochondrial ribosome associated GTPase 2,,MTG2,9823.0
MTIF3,100156178,55.92375,9,100156178,mitochondrial translational initiation factor 3,,MTIF3,9823.0
MTOR,100127359,56.30518,9,100127359,mechanistic target of rapamycin kinase,,MTOR,9823.0
MTR,397300,55.289516,9,397300,5-methyltetrahydrofolate-homocysteine methyltransferase,,MTR,9823.0
MTRES1,100157575,56.69739,9,100157575,mitochondrial transcription rescue factor 1,,MTRES1,9823.0
MTRF1,100155739,56.346394,9,100155739,mitochondrial translation release factor 1,,MTRF1,9823.0
MTRR,100516580,54.99581,9,100516580,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,,MTRR,9823.0
MTSS1,106509958,54.368366,9,106509958,MTSS I-BAR domain containing 1,,MTSS1,9823.0
MTUS2,100157816,57.21997,9,100157816,microtubule associated scaffold protein 2,,MTUS2,9823.0
MUC13,100125829,58.96057,9,100125829,"mucin 13, cell surface associated",,MUC13,9823.0
MUL1,100514904,54.26522,9,100514904,mitochondrial E3 ubiquitin protein ligase 1,,MUL1,9823.0
MVD,110260885,54.37471,9,110260885,mevalonate diphosphate decarboxylase,,MVD,9823.0
MVK,100152230,53.46577,9,100152230,mevalonate kinase,,MVK,9823.0
MX1,397128,58.10444,9,397128,MX dynamin like GTPase 1,,MX1,9823.0
MX2,396893,59.562244,9,396893,myxovirus (influenza virus) resistance 2 (mouse),,MX2,9823.0
MXD4,100739155,56.569267,9,100739155,MAX dimerization protein 4,,MXD4,9823.0
MYBBP1A,100520635,54.36744,9,100520635,MYB binding protein 1a,,MYBBP1A,9823.0
MYBL2,100157175,54.953686,9,100157175,MYB proto-oncogene like 2,,MYBL2,9823.0
MYO19,100514070,57.32184,9,100514070,myosin XIX,,MYO19,9823.0
MYO1C,100622921,55.59114,9,100622921,myosin IC,,MYO1C,9823.0
MYO9B,100520722,55.69287,9,100520722,myosin IXB,,MYO9B,9823.0
MYOZ3,733664,56.675667,9,733664,myozenin 3,,MYOZ3,9823.0
MYPOP,102165763,57.560272,9,102165763,"Myb related transcription factor, partner of profilin",,MYPOP,9823.0
MYRIP,100156583,55.00957,9,100156583,myosin VIIA and Rab interacting protein,,MYRIP,9823.0
NAA40,100525678,56.147293,9,100525678,"N(alpha)-acetyltransferase 40, NatD catalytic subunit",,NAA40,9823.0
NAAA,100521735,55.910397,9,100521735,N-acylethanolamine acid amidase,,NAAA,9823.0
NAALAD2,100524386,58.96153,9,100524386,N-acetylated alpha-linked acidic dipeptidase 2,,NAALAD2,9823.0
NAGA,100142667,52.253345,9,100142667,alpha-N-acetylgalactosaminidase,,NAGA,9823.0
NAGLU,100519685,55.71018,9,100519685,N-acetyl-alpha-glucosaminidase,,NAGLU,9823.0
NAP1L4,100737250,56.346394,9,100737250,nucleosome assembly protein 1 like 4,,NAP1L4,9823.0
NAPA,100515953,56.144203,9,100515953,NSF attachment protein alpha,,NAPA,9823.0
NAPB,100515106,57.471806,9,100515106,NSF attachment protein beta,,NAPB,9823.0
NAPG,100626395,54.879868,9,100626395,NSF attachment protein gamma,,NAPG,9823.0
NARF,100522949,56.13937,9,100522949,nuclear prelamin A recognition factor,,NARF,9823.0
NAT9,100359356,54.608654,9,100359356,N-acetyltransferase 9 (putative),,NAT9,9823.0
NAXD,100153456,57.41713,9,100153456,NAD(P)HX dehydratase,,NAXD,9823.0
NBAS,100521618,53.733078,9,100521618,NBAS subunit of NRZ tethering complex,,NBAS,9823.0
NCAPG2,100623997,55.793243,9,100623997,non-SMC condensin II complex subunit G2,,NCAPG2,9823.0
